제품명(한글),수입일자,제조국,수출국
"레몬그라스(줄기,신선)",2021-02-03,태국,태국
샬롯,2021-02-03,중국,중국
아몬드,2021-02-03,미국,미국
건고추,2021-02-03,중국,중국
아스파라거스,2021-02-03,태국,태국
아스파라거스,2021-02-03,멕시코,미국
숙주나물,2021-02-03,중국,중국
커피원두,2021-02-03,콜롬비아,콜롬비아
파인애플,2021-02-03,필리핀,필리핀
체리,2021-02-03,칠레,칠레
커피원두,2021-02-03,베트남,베트남
망고,2021-02-03,태국,태국
망고,2021-02-03,태국,태국
망고,2021-02-03,태국,태국
참깨,2021-02-03,중국,중국
냉동홍고추,2021-02-03,중국,중국
망고,2021-02-03,태국,태국
망고,2021-02-03,태국,태국
망고,2021-02-03,태국,태국
카카오빈,2021-02-03,베트남,베트남
신선더덕,2021-02-03,중국,중국
커피원두,2021-02-03,과테말라,과테말라
로부스타커피생두,2021-02-03,베트남,베트남
망고,2021-02-03,태국,태국
망고,2021-02-03,페루,페루
커피원두,2021-02-03,베트남,베트남
냉동당근,2021-02-03,중국,중국
냉동밤,2021-02-03,중국,중국
냉동단호박,2021-02-03,중국,중국
냉동양파,2021-02-03,중국,중국
냉동알밤,2021-02-03,중국,중국
건표고버섯줄기,2021-02-03,중국,중국
냉동 단호박,2021-02-03,중국,중국
냉동 양파,2021-02-03,중국,중국
냉동토란줄기,2021-02-03,베트남,베트남
냉동양파,2021-02-03,중국,중국
냉동양송이슬라이스,2021-02-03,중국,중국
백목이버섯,2021-02-03,중국,중국
냉동단호박,2021-02-03,중국,중국
해피바닐라 바닐라빈,2021-02-03,파푸아뉴기니,파푸아뉴기니
냉동블루베리,2021-02-03,미국,미국
냉동블루베리,2021-02-03,미국,미국
냉동 근대,2021-02-03,중국,중국
마카다미아,2021-02-03,호주,호주
냉동대파(15KG),2021-02-03,중국,중국
호두,2021-02-03,미국,미국
아몬드,2021-02-03,미국,미국
아몬드,2021-02-03,미국,미국
냉동홍고추,2021-02-03,중국,중국
냉동청양고추,2021-02-03,중국,중국
냉동풋콩,2021-02-03,중국,중국
냉동 크랜베리,2021-02-03,미국,미국
호두,2021-02-03,칠레,칠레
백삼,2021-02-03,대한민국,중국
건표고버섯줄기,2021-02-03,중국,중국
커피원두,2021-02-03,브라질,브라질
아스파라거스,2021-02-03,멕시코,미국
망고,2021-02-03,페루,페루
냉동홍고추,2021-02-03,중국,중국
냉동홍고추,2021-02-03,중국,중국
냉동홍고추,2021-02-03,중국,중국
냉동편마늘,2021-02-03,중국,중국
옥수수,2021-02-03,브라질,브라질
황기(30KG),2021-02-03,중국,중국
쇠무릎(우슬)(10.8KG),2021-02-03,중국,중국
유기농 대두,2021-02-03,러시아,러시아
호박씨,2021-02-03,중국,중국
건보리순,2021-02-03,중국,중국
양상추,2021-02-03,대만,대만
깐호두,2021-02-03,미국,미국
갈근(칡),2021-02-03,중국,중국
참깨,2021-02-03,중국,중국
콩나물,2021-02-03,중국,중국
커피원두,2021-02-03,콜롬비아,콜롬비아
신선양파,2021-02-03,중국,중국
케냐 골드락마사이 커피,2021-02-03,케냐,케냐
망고,2021-02-03,태국,태국
팥,2021-02-03,중국,중국
더덕,2021-02-03,중국,중국
건다래순,2021-02-03,중국,중국
곤드레,2021-02-03,중국,중국
아몬드,2021-02-03,미국,미국
호두,2021-02-03,미국,미국
커피원두,2021-02-03,파푸아뉴기니,파푸아뉴기니
활북방산개구리,2021-02-03,중국,중국
지황,2021-02-03,중국,중국
건여주,2021-02-03,중국,중국
건 무청,2021-02-03,중국,중국
파인애플 (12KG),2021-02-03,필리핀,필리핀
냉동고추,2021-02-03,중국,중국
냉동 라임 (1kg),2021-02-02,베트남,베트남
냉동 시금치,2021-02-02,중국,중국
목이버섯 1kg,2021-02-02,중국,중국
냉동알밤,2021-02-02,중국,중국
냉동능이버섯,2021-02-02,중국,중국
냉동카사바,2021-02-02,베트남,베트남
냉동당근채,2021-02-02,중국,중국
캐슈넛,2021-02-02,베트남,베트남
냉동마늘,2021-02-02,중국,중국
건캐슈넛,2021-02-02,베트남,베트남
냉동목별,2021-02-02,베트남,베트남
냉동잭프루트,2021-02-02,베트남,베트남
냉동바나나,2021-02-02,베트남,베트남
아몬드,2021-02-02,스페인,스페인
냉동 양파,2021-02-02,중국,중국
로즈마리,2021-02-02,터키,터키
냉동 브로컬리,2021-02-02,중국,중국
냉동대파,2021-02-02,중국,중국
냉동 블루베리,2021-02-02,캐나다,캐나다
냉동브로컬리,2021-02-02,스페인,스페인
호두,2021-02-02,미국,미국
아몬드,2021-02-02,미국,미국
냉동 대파,2021-02-02,중국,중국
냉동 양파,2021-02-02,중국,중국
탈각호두,2021-02-02,미국,미국
호두(9.98KG),2021-02-02,미국,미국
냉동토란,2021-02-02,베트남,베트남
냉동양파,2021-02-02,중국,중국
냉동 쥬키니 호박,2021-02-02,중국,중국
냉동 홍피망,2021-02-02,중국,중국
냉동부추,2021-02-02,중국,중국
마카다미아,2021-02-02,호주,호주
대추야자,2021-02-02,튀니지,튀니지
냉동홍고추,2021-02-02,중국,중국
냉동 홍고추,2021-02-02,중국,중국
"커피원두(씨앗,건조)",2021-02-02,미국,미국
아몬드,2021-02-02,미국,미국
강낭콩,2021-02-02,미국,미국
아몬드,2021-02-02,미국,미국
바나나,2021-02-02,콜롬비아,콜롬비아
건조 노니 열매,2021-02-02,베트남,베트남
자몽,2021-02-02,미국,미국
커피원두,2021-02-02,콜롬비아,콜롬비아
아보카도,2021-02-02,멕시코,멕시코
아스파라거스,2021-02-02,태국,태국
망고,2021-02-02,태국,태국
신선양배추,2021-02-02,베트남,베트남
"망고(열매,신선)",2021-02-02,태국,태국
망고,2021-02-02,태국,태국
망고,2021-02-02,태국,태국
냉동고추,2021-02-02,중국,중국
커피 생두,2021-02-02,베트남,베트남
커피 생두,2021-02-02,베트남,베트남
커피 생두,2021-02-02,베트남,베트남
망고,2021-02-02,태국,태국
커피원두,2021-02-02,케냐,케냐
망고,2021-02-02,태국,태국
"망고(열매,신선)",2021-02-02,태국,태국
망고,2021-02-02,태국,태국
망고,2021-02-02,태국,태국
망고,2021-02-02,태국,태국
유기농 소맥(밀),2021-02-02,터키,터키
냉동홍고추,2021-02-02,중국,중국
레몬그라스,2021-02-02,태국,태국
생녹용(냉동),2021-02-02,뉴질랜드,뉴질랜드
냉동고추,2021-02-02,중국,중국
냉동홍고추,2021-02-02,중국,중국
냉동고추,2021-02-02,중국,중국
냉동고추,2021-02-02,중국,중국
냉동홍고추,2021-02-02,중국,중국
커피원두,2021-02-02,케냐,독일
오미자,2021-02-02,중국,중국
신선지황,2021-02-02,중국,중국
커피 생두,2021-02-02,콜롬비아,콜롬비아
아몬드,2021-02-02,미국,미국
망고(5kg),2021-02-02,태국,태국
고사리(건조),2021-02-02,중국,중국
건고사리,2021-02-02,중국,중국
"황기(뿌리,건조)",2021-02-02,중국,중국
육두구,2021-02-02,인도네시아,인도네시아
참깨,2021-02-02,중국,중국
산양삼,2021-02-02,중국,중국
들깨,2021-02-02,미얀마,미얀마
건고사리,2021-02-02,중국,중국
계피 18KG,2021-02-02,베트남,베트남
황금,2021-02-02,중국,중국
황기(12KG),2021-02-02,중국,중국
유기농아보카도,2021-02-02,멕시코,멕시코
타히티 고메 바닐라빈,2021-02-02,인도네시아,인도네시아
참깨,2021-02-02,중국,중국
냉동고추,2021-02-02,중국,중국
검정깨,2021-02-02,중국,중국
용과,2021-02-02,베트남,베트남
커피 생두,2021-02-02,브라질,브라질
깐도라지,2021-02-02,중국,중국
포도,2021-02-02,칠레,칠레
밤,2021-02-02,중국,중국
냉동청피망,2021-02-02,중국,중국
냉동당근,2021-02-02,중국,중국
냉동청피망,2021-02-02,중국,중국
냉동그린빈,2021-02-02,중국,중국
깐도라지 (2KG),2021-02-02,중국,중국
신선마늘쫑,2021-02-02,중국,중국
커피생두,2021-02-02,콜롬비아,콜롬비아
깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
포도,2021-02-02,페루,페루
포도,2021-02-02,페루,페루
"포도(열매,신선)",2021-02-02,페루,페루
포도,2021-02-02,페루,페루
신선양상추,2021-02-02,중국,중국
양상추,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
신선우엉,2021-02-02,중국,중국
양파,2021-02-02,중국,중국
신선양파,2021-02-02,중국,중국
신선양파,2021-02-02,중국,중국
"용과(WHITE, 5KG)",2021-02-02,베트남,베트남
"용과(RED, 3KG)",2021-02-02,베트남,베트남
아보카도,2021-02-02,미국,미국
망고,2021-02-02,페루,페루
수삼,2021-02-02,중국,중국
"두리안(열매,신선)",2021-02-02,태국,태국
타임,2021-02-02,이스라엘,이스라엘
차이브,2021-02-02,이스라엘,이스라엘
아스파라거스,2021-02-02,멕시코,미국
레몬그래스,2021-02-02,태국,태국
죽순,2021-02-02,태국,태국
코코넛,2021-02-02,태국,태국
용과,2021-02-02,베트남,베트남
브로콜리,2021-02-02,중국,중국
커피원두(생두),2021-02-02,브라질,브라질
신선깐양파,2021-02-02,중국,중국
옥수수,2021-02-02,불가리아,루마니아
옥수수,2021-02-02,세르비아,루마니아
옥수수,2021-02-02,세르비아,루마니아
옥수수,2021-02-02,불가리아,루마니아
신선당근,2021-02-02,중국,중국
풋콩,2021-02-02,중국,중국
신선양상추,2021-02-02,중국,중국
신선양파,2021-02-02,중국,중국
깐더덕,2021-02-02,중국,중국
더덕,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
신선표고버섯,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
깐더덕,2021-02-02,중국,중국
바나나,2021-02-02,베트남,베트남
깐도라지,2021-02-02,중국,중국
신선생강,2021-02-02,중국,중국
신선생강,2021-02-02,중국,중국
건목이버섯,2021-02-02,중국,중국
포도,2021-02-02,페루,페루
포도,2021-02-02,페루,페루
깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
레몬,2021-02-02,미국,미국
깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
레몬,2021-02-02,미국,미국
레몬,2021-02-02,미국,미국
오렌지,2021-02-02,미국,미국
포도,2021-02-02,칠레,칠레
건표고버섯(14KG),2021-02-02,중국,중국
오렌지,2021-02-02,미국,미국
신선우엉,2021-02-02,중국,중국
깐우엉,2021-02-02,중국,중국
신선밤,2021-02-02,중국,중국
신선당근,2021-02-02,중국,중국
레몬,2021-02-02,미국,미국
렌틸콩,2021-02-02,캐나다,캐나다
자몽,2021-02-02,이스라엘,이스라엘
신선우엉,2021-02-02,중국,중국
해바라기씨,2021-02-02,미국,미국
신선우엉,2021-02-02,중국,중국
월계수잎,2021-02-02,터키,터키
자몽,2021-02-02,미국,미국
커피원두,2021-02-02,브라질,브라질
맥아,2021-02-02,호주,호주
냉동부추,2021-02-02,중국,중국
냉동그린빈,2021-02-02,중국,중국
냉동마늘,2021-02-02,중국,중국
냉동홍피망,2021-02-02,중국,중국
오렌지,2021-02-02,미국,미국
신선 표고버섯,2021-02-02,중국,중국
타피오카 칩,2021-02-02,베트남,베트남
깐도라지,2021-02-02,중국,중국
오렌지,2021-02-02,미국,미국
오렌지,2021-02-02,미국,미국
오렌지,2021-02-02,미국,미국
호박씨,2021-02-02,중국,중국
양상추,2021-02-02,대만,대만
신선당근,2021-02-02,중국,중국
피칸,2021-02-02,미국,미국
신선양파,2021-02-02,중국,중국
신선양파,2021-02-02,중국,중국
포도,2021-02-02,페루,페루
자몽(15KG),2021-02-02,이스라엘,이스라엘
당근,2021-02-02,중국,중국
당근,2021-02-02,중국,중국
오렌지,2021-02-02,미국,미국
오렌지,2021-02-02,미국,미국
깐더덕,2021-02-02,중국,중국
신선깐도라지,2021-02-02,중국,중국
신선깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
깐도라지,2021-02-02,중국,중국
오렌지,2021-02-02,미국,미국
깐도라지,2021-02-02,중국,중국
신선깐도라지,2021-02-02,중국,중국
브로콜리,2021-02-02,중국,중국
체리(2.5KG),2021-02-02,칠레,칠레
신선우엉,2021-02-02,중국,중국
신선우엉,2021-02-02,중국,중국
생땅콩,2021-02-02,미국,미국
포도 4KG,2021-02-02,칠레,칠레
포도,2021-02-02,칠레,칠레
냉동고추,2021-02-02,중국,중국
콜롬비아  커피원두,2021-02-02,콜롬비아,콜롬비아
신선당근,2021-02-02,중국,중국
바나나,2021-02-02,필리핀,필리핀
레몬,2021-02-02,미국,미국
신선양파,2021-02-02,중국,중국
"바나나(열매,신선)",2021-02-02,필리핀,필리핀
생감자,2021-02-02,호주,호주
양상추,2021-02-02,대만,대만
양상추,2021-02-02,대만,대만
야자열매,2021-02-02,베트남,베트남
신선양파,2021-02-02,중국,중국
오렌지,2021-02-02,미국,미국
맥아,2021-02-02,호주,호주
레몬그라스,2021-02-02,베트남,베트남
커클랜드 시그니춰 월넛,2021-02-02,미국,미국
파쇄옥수수,2021-02-02,인도,인도
결명자,2021-02-01,중국,중국
오렌지,2021-02-01,미국,미국
레몬,2021-02-01,미국,미국
레몬,2021-02-01,미국,미국
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
오렌지,2021-02-01,미국,미국
신선당근,2021-02-01,중국,중국
신선양파,2021-02-01,중국,중국
콜롬비아 커피 생두,2021-02-01,콜롬비아,콜롬비아
오렌지,2021-02-01,미국,미국
대두,2021-02-01,미국,미국
대두,2021-02-01,미국,미국
신선당근,2021-02-01,중국,중국
오렌지,2021-02-01,미국,미국
오렌지,2021-02-01,미국,미국
오렌지,2021-02-01,미국,미국
오렌지,2021-02-01,미국,미국
석류,2021-02-01,미국,미국
오렌지,2021-02-01,미국,미국
오렌지,2021-02-01,미국,미국
오렌지,2021-02-01,미국,미국
베트남 로부스타 커피,2021-02-01,베트남,베트남
포도,2021-02-01,페루,페루
망고,2021-02-01,태국,태국
곶감,2021-02-01,중국,중국
녹용(건조),2021-02-01,러시아,러시아
오렌지,2021-02-01,미국,미국
신선생강,2021-02-01,중국,중국
깐우엉,2021-02-01,중국,중국
깐도라지,2021-02-01,중국,중국
캐슈,2021-02-01,베트남,베트남
포도,2021-02-01,페루,페루
야자열매,2021-02-01,베트남,베트남
포도,2021-02-01,페루,페루
오렌지,2021-02-01,미국,미국
레몬,2021-02-01,미국,미국
수수,2021-02-01,미국,미국
레몬,2021-02-01,미국,미국
망고 6kg,2021-02-01,필리핀,필리핀
망고 *6KG,2021-02-01,필리핀,필리핀
냉동단호박,2021-02-01,중국,중국
망고,2021-02-01,필리핀,필리핀
오렌지,2021-02-01,미국,미국
표고버섯,2021-02-01,중국,중국
깐더덕,2021-02-01,중국,중국
신선더덕,2021-02-01,중국,중국
신선 표고버섯,2021-02-01,중국,중국
자몽,2021-02-01,미국,미국
자몽,2021-02-01,미국,미국
망고,2021-02-01,페루,페루
바나나,2021-02-01,베트남,베트남
망고,2021-02-01,페루,페루
신선양파,2021-02-01,중국,중국
망고,2021-02-01,베트남,베트남
블루베리(125G),2021-02-01,칠레,칠레
헤즐너트,2021-02-01,터키,터키
냉동당근,2021-02-01,중국,중국
파쇄옥수수,2021-02-01,인도,인도
메드줄 대추야자(227g),2021-02-01,미국,미국
블루베리,2021-02-01,칠레,칠레
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
포도,2021-02-01,칠레,칠레
"망고(열매,신선)",2021-02-01,태국,태국
레몬,2021-02-01,미국,미국
포도,2021-02-01,칠레,칠레
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
망고,2021-02-01,태국,태국
깐도라지,2021-02-01,중국,중국
깐도라지,2021-02-01,중국,중국
망고,2021-02-01,태국,태국
신선양파,2021-02-01,중국,중국
